Strategy,cagr,total_return,max_drawdown,avg_drawdown,ulcer_index,max_dd_duration_days,volatility,downside_volatility,sharpe,sortino,calmar,win_rate,profit_factor,expectancy_ann,best_day,worst_day,best_month,worst_month,beta,alpha,information_ratio,tracking_error,skewness,excess_kurtosis,final_value,total_trading_costs,turnover_notional,cost_drag_pct,pct_days_levered,pct_days_cash,risk_off_days,rebalance_count,within_dd_limit,overview,buy_condition,sell_condition,buy_levels,sell_levels,target_leverage,risk_overlay,trading_cost,annual_cash_inflow,starting_capital
Buy & Hold 1x SPX,0.19253480013700108,195.7060829654066,-0.4857631397702356,-0.06878589896616477,0.10225269762621181,946.0,0.1911660874354627,0.14887556687396802,0.5188605167299722,0.6662512660118379,0.396355310590403,0.537717088691502,1.1024802106721439,0.09918853490801123,0.11580036951513706,-0.11984055240393443,0.18655284183240894,-0.16942452401777075,,,,,-0.1444456760893708,9.95590215331308,19670.60829654066,0.0,0.0,0.0,0.0,0.0,0,0,False,Passive benchmark: fully invested in S&P 500 at 1x with no tactical leverage.,Fully invested from first valid day; no tactical entry signal.,Never tactical exit; remains 1x long SPX throughout.,Leverage 1x (100% notional to SPX) at all times.,No systematic sell; hold continuous 1x exposure.,1.0,None,"None (buy-and-hold, no rebalances)",10% of AUM on first trading day each calendar year,$100
SMA200 Trend 3x,0.08808048034478722,11.579982046248965,-0.2,-0.14642097890012837,0.1546126469619372,2679.0,0.16528778513103773,0.26308909451707263,0.2802043581669084,0.1760405836299947,0.4404024017239361,0.8850742311770944,1.1054866321452115,0.046314357745472295,0.07929143223446376,-0.12310100774162806,0.28876198390667485,-0.18476513761763114,0.2142781002612693,0.04531234914112851,-0.6584470765784711,0.23278612952457037,-1.0275528327294683,22.103097682556996,1257.9982046248965,721.8964452975613,48126.429686504096,7.218964452975613,19.40911499735029,75.86115527291997,5726,48,True,Trend-following: scale to 3x in bull regime above long-term average.,SPX close crosses above / holds above 200-day SMA (signal day).,SPX close falls below 200-day SMA.,Leverage 3x when Close > SMA(200). Base state 1x.,Unwind to 1x when Close < SMA(200).,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
Golden Cross 3x,0.06626805618524845,5.8529492618294485,-0.2,-0.14663080804829062,0.1546119508357916,2886.0,0.1403409625314388,0.24579940089102092,0.09903386415978294,0.056544107792816885,0.33134028092624224,0.8950159066808059,1.0383285970864486,0.013898507819391696,0.07132244925049075,-0.12310100774162806,0.2307676946308752,-0.1737855009960807,0.17909457277671495,0.030522265191962293,-0.8314970628683971,0.22332393543155707,-1.7278794919149976,29.484885386793273,685.2949261829449,467.99712033716577,31199.80802247773,4.679971203371657,11.393746687864335,78.12665606783253,5897,41,True,Medium-term trend shift: 50-day MA crossing above 200-day MA.,SMA(50) crosses above SMA(200) on daily close.,SMA(50) crosses below SMA(200) (death cross).,Leverage 3x on golden cross event.,Unwind to 1x on death cross event.,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
MACD Momentum 3x,0.021878873102380236,0.9140091543045659,-0.19999999999999998,-0.15386881407505634,0.1595809147105401,2997.0,0.11072551158921283,0.1833572812698226,0.7601296723361137,0.4590259315620051,0.1093943655119012,0.9194168323392975,1.3852222139242523,0.0841657468435569,0.14980930995892075,-0.09008440147406616,0.2130900794521935,-0.14044642912234495,0.13058123895840923,-0.0041840589177380635,-0.5324183450138561,0.21679560525357577,1.6590784988377818,61.19339702647314,191.4009154304566,744.8419151551254,49656.12767700834,7.448419151551255,8.439321674615792,82.77689454160043,6248,160,True,MACD line crossing signal line indicates momentum shift.,"MACD(12,26) crosses above Signal(9).",MACD crosses below Signal.,Leverage 3x on bullish MACD crossover.,Unwind to 1x on bearish MACD crossover.,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
RSI Momentum 3x,0.03548834912974508,1.8463893437635397,-0.20000000000000004,-0.14307265337331068,0.151132028520926,1757.0,0.13926040543708174,0.18550215444648557,0.7129912546628715,0.5352576712314632,0.17744174564872536,0.886547382372432,1.307585770964499,0.09929145119744506,0.14980930995892075,-0.08104996286659591,0.2623850009592532,-0.16893253074130743,0.19855591676076376,-0.004141764675319223,-0.45904459208479803,0.21849784254286506,1.8279394706285084,32.31454354734232,284.638934376354,870.0201751804755,58001.34501203167,8.700201751804755,11.089030206677265,75.99364069952306,5736,162,True,RSI crossing midline signals improving momentum.,RSI(14) crosses up through 50.,RSI > 70 (overbought) OR RSI < 45 (momentum failure).,Leverage 3x when RSI crosses above 50.,Unwind to 1x when RSI > 70 or RSI < 45.,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
RSI Oversold 2x,0.1136666232217951,24.26178916140831,-0.19999999999999998,-0.08745374440283944,0.1073990656954094,984.0,0.15326425965587256,0.15725169845440878,0.35110738295161437,0.3422043363391183,0.5683331161089755,0.6911043351451677,1.0880981117011592,0.05381221310779011,0.10207864733129478,-0.15197629971732707,0.1674487429595417,-0.15282825205388495,0.37608248576555475,0.03860367896847333,-0.7776354610159909,0.18746507637484797,-0.9347214918928118,25.17988059543286,2526.178916140831,949.6711894494329,63311.41262996221,9.496711894494329,5.657127715951246,33.62480127186009,2538,68,True,Mean-reversion bounce after oversold RSI.,RSI(14) crosses up through 30 from below.,RSI > 55 (normalization complete).,Leverage 2x on RSI cross above 30.,Unwind to 1x when RSI > 55.,2.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
DD Recovery 3x,0.07621720821193612,8.054551684787253,-0.2,-0.11354374516493779,0.12853576071509154,1894.0,0.10967452500829589,0.1362852321052181,0.45058634982101764,0.3626060074776792,0.3810860410596806,0.8060710498409331,1.138752110920571,0.04941784389184196,0.13067566372411438,-0.10186107241277756,0.16744874295954149,-0.1487255296880693,0.22907962645485805,0.03049481517055374,-0.7754335448600975,0.19366438465619276,-0.2526754706986583,41.920079730697395,905.4551684787253,608.9384916566677,40595.89944377784,6.089384916566677,0.3577106518282989,58.147853736089026,4389,76,True,Buy recovery after deep index drawdown with short-term confirmation.,SPX drawdown from peak < -10% AND 5-day return > 0.,SPX drawdown from peak worsens below -8% while in trade.,Leverage 3x when DD < -10% and 5d momentum turns positive.,Unwind to 1x when DD < -8% (stop / failed recovery).,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
SMA200 + RSI 3x,0.05345592166350177,3.7686800122312887,-0.19999999999999996,-0.14734305605369533,0.15412619543202155,3380.0,0.12733839808317296,0.16700653956900155,1.1131815944417252,0.8487737149557243,0.2672796083175089,0.9061505832449629,1.5394422102347418,0.1417507610118816,0.09330695645595595,-0.06747703621940904,0.23372214898379773,-0.18404931878889197,0.1579186422690492,0.021936670728239016,-0.262955623732308,0.21996465550379007,1.765436179474002,23.56744114682142,476.8680012231289,1625.2961518588143,108353.07679058761,16.252961518588144,11.552729199788022,80.25967143614203,6058,184,True,Dual confirmation: long-term trend plus momentum.,Close > SMA(200) AND RSI(14) > 50 simultaneously.,Close < SMA(200) OR RSI(14) < 50.,Leverage 3x when both trend and RSI filters are true.,Unwind to 1x if either filter fails.,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
MACD + SMA200 3x,0.026622837501619534,1.1992812355255071,-0.19999999999999996,-0.14855681620538908,0.15528548042786788,3907.0,0.105650293166581,0.1446403749524602,0.8378438548436863,0.6119899019976108,0.1331141875080977,0.8923647932131495,1.351131147936767,0.08851844889205379,0.08140006774971553,-0.06747703621940904,0.2321438503336415,-0.11570282612401173,0.14056675525779427,-0.0014331207339993504,-0.5238189206581148,0.2120451379788633,0.9851421395364447,24.53446730814828,219.92812355255072,877.3295236319465,58488.63490879648,8.773295236319465,7.8431372549019605,77.04027556968734,5815,161,True,MACD entries only permitted in long-term uptrend.,MACD bull cross AND Close > SMA(200).,MACD bear cross OR Close < SMA(200).,Leverage 3x on MACD cross while above SMA(200).,Unwind to 1x on MACD bear cross or loss of SMA(200) support.,3.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
BB Mean Reversion 2x,0.01211700107918956,0.43515932966170645,-0.2,-0.13920062935811123,0.14901412482750243,1491.0,0.10238153433837013,0.18779530918570156,-0.18362033851619516,-0.1001054396647855,0.0605850053959478,0.8793903247183565,0.9342275567696905,-0.018799331993018985,0.05009860597069338,-0.11680349245209178,0.16744874295954215,-0.18548596964263986,0.14639337641979683,-0.01710190240387504,-1.0442855260817543,0.20912962091065568,-3.1830639702362142,42.67527922493531,143.51593296617065,226.35172414693224,15090.114943128818,2.2635172414693225,4.146793852676205,74.17859035506095,5599,107,True,Short-term mean reversion from lower Bollinger band.,"Close < Lower Bollinger Band (20, 2σ).",Close >= Middle Bollinger Band (20-day SMA).,Leverage 2x when price pierces lower band.,Unwind to 1x at middle band (fair value).,2.0,Hard floor at -20% from peak; cash (T-Bill) when breached; early trigger at 85% of limit,1.50% of traded notional from mid on each leverage change,10% of AUM on first trading day each calendar year,$100
